Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2983,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05h 35m,03:15,3.7,INR 342,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,05h 00m,02:45,3.7,INR 528,44 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4344,INDRA(A.C. Seater),21:55,04h 05m,02:00,4.0,INR 375,38 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4754,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 10m,02:10,3.7,INR 315,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2746,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 20m,02:50,4.5,INR 342,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 40m,03:10,3.7,INR 365,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4948,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 50m,03:20,3.4,INR 312,30 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3979,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 30m,03:15,4.6,INR 344,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3016,INDRA(A.C. Seater),23:00,04h 30m,03:30,4.3,INR 414,36 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3463,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 30m,03:30,2.5,INR 344,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3098,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:02,05h 58m,05:00,3.7,INR 328,34 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3269,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05h 05m,04:15,3.7,INR 312,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2748,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 20m,03:50,2.9,INR 342,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 9497,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04h 30m,04:15,3.9,INR 344,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,04h 55m,04:45,3.7,INR 328,35 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,A/C Sleeper (2+1),14:05,04h 20m,18:25,3.3,INR 800,21 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:05,04h 15m,18:20,3.1,INR 599,20 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:10,03h 50m,18:00,4.5,INR 500,25 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,Bharat Benz A/C Seater /Sleeper (2+1),14:20,03h 40m,18:00,4.5,INR 385,3 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navayuga Travels,A/C Sleeper (2+1),14:20,03h 50m,18:10,3.7,INR 699,18 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),14:30,05h 30m,20:00,4.1,216,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:30,04h 30m,19:00,4.5,INR 700,22 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,AR & BCVR Travels,A/C Seater/Sleeper (2+1),15:00,06h 05m,21:05,4.0,INR 799,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,VKV Travels,A/C Sleeper (2+1),15:05,03h 40m,18:45,4.6,471,22 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,MRM Travels,A/C Seater / Sleeper (2+1),15:30,04h 30m,20:00,3.3,618,28 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,DMR Travels,A/C Sleeper (2+1),16:00,05h 35m,21:35,3.7,INR 749,27 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:00,04h 20m,20:20,3.1,INR 549,18 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,PRL BUS,A/C Seater / Sleeper (2+1),16:00,05h 00m,21:00,3.9,INR 500,44 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,A/C Seater / Sleeper (2+1),16:00,05h 20m,21:20,3.3,INR 699,33 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Thirumalaivasan Transports,VE A/C Seater / Sleeper (2+1),16:05,05h 25m,21:30,3.6,INR 600,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,MR Travels,A/C Sleeper (2+1),16:15,05h 30m,21:45,4.6,765,16 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),16:15,05h 15m,21:30,4.5,INR 601,25 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),16:45,05h 30m,22:15,3.3,INR 490,29 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Zingbus Plus,A/C Sleeper (2+1),16:50,04h 35m,21:25,3.2,467,31 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mahadevv travels,Non A/C Seater / Sleeper (2+1),17:00,05h 00m,22:00,3.5,379,31 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:05,06h 10m,23:15,3.3,INR 449,35 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,VARAHI TRAVELS,Non A/C Seater / Sleeper (2+1),17:45,06h 00m,23:45,3.3,INR 400,26 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,GMC Travels,A/C Seater / Sleeper (2+1),17:50,05h 20m,23:10,4.0,INR 500,24 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Zingbus Plus,A/C Sleeper (2+1),17:55,04h 15m,22:10,3.8,673,21 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Ranadeep Travels,A/C Seater / Sleeper (2+1),18:15,04h 55m,23:10,4.2,612,23 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,04h 30m,22:45,4.6,INR 809,23 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),18:30,05h 25m,23:55,3.6,INR 648,25 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sarayu Travels,A/C Seater / Sleeper (2+1),18:45,05h 00m,23:45,4.0,INR 600,25 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mayuri Travels,Non A/C Seater / Sleeper (2+1),18:50,03h 25m,22:15,3.6,INR 670,12 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,06h 15m,01:30,3.0,INR 855,29 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,06h 15m,01:30,3.0,INR 799,32 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:30,04h 22m,23:52,3.6,INR 670,21 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Sleeper (2+1),20:00,04h 45m,00:45,4.6,569,27 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,05h 46m,01:46,3.8,INR 450,19 Seats available
Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),20:00,04h 15m,00:15,3.6,INR 648,32 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 2995,LAHARI A/C SLEEPER CUM SEATER,15:30,07h 00m,22:30,4.3,INR 781,28 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 8208,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,07h 10m,00:10,4.1,INR 598,29 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,17:30,06h 35m,00:05,4.1,INR 781,32 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 7809,LAHARI A/C SLEEPER CUM SEATER,18:30,06h 30m,01:00,4.0,INR 781,32 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1957,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,07h 15m,02:15,4.5,INR 598,24 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 8210,LAHARI A/C SLEEPER CUM SEATER,19:05,08h 15m,03:20,3.8,INR 781,23 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 8212,LAHARI A/C SLEEPER CUM SEATER,19:15,06h 40m,01:55,4.6,INR 781,20 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 9572,Lahari A/C sleeper,19:30,08h 05m,03:35,3.8,INR 994,19 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1295,Lahari A/C sleeper,19:30,06h 40m,02:10,4.6,INR 1066,17 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1002,LAHARI A/C SLEEPER CUM SEATER,19:35,08h 10m,03:45,4.2,INR 781,37 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1083,LAHARI A/C SLEEPER CUM SEATER,20:30,08h 05m,04:35,3.8,INR 781,32 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 7661,LAHARI A/C SLEEPER CUM SEATER,20:30,06h 30m,03:00,4.1,INR 781,26 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1014,LAHARI A/C SLEEPER CUM SEATER,20:45,06h 40m,03:25,4.0,INR 781,28 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TGSRTC - 1300,Lahari Non A/C Sleeper Cum Seater,23:00,06h 25m,05:25,3.9,INR 604,31 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,AC Sleeper (2+1),22:55,06h 00m,04:55,4.3,INR 769,16 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BRS Travels,A/C Sleeper (2+1),21:15,07h 30m,04:45,3.8,INR 1000,10 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BRS Travels,A/C Sleeper (2+1),21:00,07h 55m,04:55,4.9,INR 1000,19 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BRS Travels,A/C Seater / Sleeper (2+1),20:05,08h 25m,04:30,3.8,INR 1000,12 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,AC Sleeper (2+1),22:45,06h 10m,04:55,3.9,INR 1149,6 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BRS Travels,A/C Sleeper (2+1),20:00,14h 00m,10:00,3.9,925,8 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:50,06h 10m,01:00,4.2,INR 649,11 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Jabbar Travels,NON AC Seater / Sleeper 2+1,21:30,06h 30m,04:00,4.7,INR 823,3 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,05h 40m,04:10,3.8,INR 1050,11 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Jabbar Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:30,05h 30m,04:00,4.2,INR 735,12 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BRS Travels,A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,3.9,INR 700,5 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:30,05h 35m,04:05,3.5,1050,18 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,06h 10m,04:10,3.2,INR 659,15 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Jabbar Travels,Scania Multi-Axle AC Semi Sleeper (2+2),22:50,04h 50m,03:40,3.4,INR 600,22 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),19:55,06h 05m,02:00,4.8,INR 579,14 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,V Kaveri Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:30,08h 00m,04:30,3.5,INR 821,18 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,AC Sleeper (2+1),21:55,06h 00m,03:55,2.9,INR 869,8 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,06h 05m,03:35,3.5,INR 649,20 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Aditya Logistics,A/C Sleeper (2+1),22:00,06h 00m,04:00,4.1,INR 800,9 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:00,07h 30m,03:30,3.3,INR 560,5 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BSR Tours And Travels,A/C Sleeper (2+1),19:20,08h 40m,04:00,4.0,INR 1169,19 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),22:00,05h 45m,03:45,3.4,1042,12 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Royal Rich India - R No 102,Bharat Benz A/C Sleeper (2+1),23:35,05h 10m,04:45,3.7,1000,10 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Zingbus Plus,A/C Sleeper (2+1),20:10,05h 55m,02:05,3.5,826,10 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,AC Sleeper (2+1),21:05,06h 35m,03:40,4.1,INR 749,12 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,YAS Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),00:40,05h 35m,06:15,2.5,1300,34 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,06h 30m,04:30,4.0,INR 1160,8 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,SL Travels,NON A/C Sleeper (2+1),21:45,06h 30m,04:15,3.5,INR 799,4 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,05h 55m,02:40,0.0,INR 589,9 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:30,05h 05m,03:35,0.0,1043,11 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:30,05h 50m,05:20,0.0,INR 900,18 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,GEE PEE TRAVELS,VE Non A/C Sleeper (2+1),23:20,05h 45m,05:05,0.0,INR 810,12 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:40,07h 25m,02:05,0.0,INR 1090,16 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,08h 00m,04:00,0.0,INR 1080,19 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),19:40,05h 45m,01:25,0.0,INR 799,5 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,National travels,Bharat Benz A/C Sleeper (2+1),22:30,06h 15m,04:45,0.0,INR 900,19 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:35,06h 10m,02:45,0.0,INR 529,14 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:35,05h 50m,05:25,0.0,INR 900,9 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Highline Transports,VE A/C Sleeper (2+1),19:10,08h 05m,03:15,0.0,INR 950,14 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Tranzindia Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,0.0,INR 549,18 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Intercity travels,Bharat Benz A/C Sleeper (2+1),21:30,06h 20m,03:50,0.0,INR 999,13 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,JAI MARUTHI TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),14:15,04h 00m,18:15,0.0,INR 900,21 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Sree Rama Tours & Travels,A/C Sleeper (2+1),22:00,05h 15m,03:15,0.0,876,14 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,TimeCity Travels,Bharat Benz A/C Sleeper (2+1),21:30,03h 20m,00:50,0.0,1349,34 Seats available
Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool,Sri Megha Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,07h 00m,04:30,0.0,INR 1000,34 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6905,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,08h 15m,23:45,1.5,INR 555,32 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2853,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,09h 20m,01:50,3.7,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6946,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,08h 45m,02:15,2.7,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,09h 00m,03:00,4.3,INR 555,32 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9571,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,10h 30m,04:45,2.7,INR 555,30 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6505,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,09h 15m,03:45,2.7,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3963,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,10h 15m,04:55,3.3,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2691,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,09h 05m,03:50,3.7,INR 555,32 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 3814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,09h 30m,05:45,3.8,INR 555,30 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,08h 40m,05:00,3.4,INR 555,32 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6727,INDRA(A.C. Seater),20:30,07h 30m,04:00,3.6,INR 671,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 51068,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,08h 30m,05:15,4.6,INR 554,30 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6629,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,09h 00m,06:00,4.4,INR 555,28 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6360,INDRA(A.C. Seater),21:30,07h 30m,05:00,3.9,INR 671,30 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6278,NIGHT RIDER (SEATER CUM SLEEPER),22:00,07h 30m,05:30,4.1,INR 756,34 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 9594,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,09h 45m,08:15,4.1,INR 555,30 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6372,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,09h 05m,07:45,3.8,INR 555,36 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,08h 45m,07:45,3.2,INR 555,33 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 2717,INDRA(A.C. Seater),23:30,08h 35m,08:05,3.7,INR 671,25 Seats available
Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,APSRTC - 6374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,08h 35m,08:30,4.2,INR 555,33 Seats available
